total_screen_time_minutes,daily_limit_minutes,late_night_minutes,longest_session_minutes,restricted_app_attempts_today,rule_violations_7d,frequent_app_opens_today,risk_points,risk_label
122,180,0,56,0,0,7,0,Low Risk
331,60,0,32,3,0,0,4,Moderate Risk
62,240,0,58,0,0,26,2,Low Risk
224,60,0,55,3,0,8,4,Moderate Risk
0,180,0,75,0,1,12,0,Low Risk
0,240,0,52,0,0,14,0,Low Risk
182,240,26,0,0,0,23,4,Moderate Risk
0,180,1,32,0,4,4,4,Moderate Risk
142,180,49,81,0,0,12,2,Low Risk
152,120,0,26,0,0,17,4,Moderate Risk
84,180,0,37,1,0,30,2,Low Risk
66,60,0,71,0,2,1,2,Low Risk
199,240,0,51,2,0,27,2,Low Risk
260,180,0,173,0,2,10,3,Moderate Risk
207,60,0,161,0,0,9,3,Moderate Risk
330,180,1,10,0,0,7,4,Moderate Risk
158,120,0,0,0,0,2,2,Low Risk
309,120,0,34,0,1,38,4,Moderate Risk
171,180,0,71,0,0,19,2,Low Risk
122,60,96,42,2,0,8,4,Moderate Risk
125,180,0,81,0,1,29,2,Low Risk
185,180,0,88,5,3,19,8,High Risk
74,120,0,56,1,0,1,0,Low Risk
90,60,0,166,2,0,14,3,Moderate Risk
164,120,0,27,6,0,8,4,Moderate Risk
273,240,58,29,0,0,8,4,Moderate Risk
180,180,0,16,0,0,24,2,Low Risk
21,240,0,67,0,2,0,0,Low Risk
0,180,0,0,0,1,12,0,Low Risk
127,60,0,44,0,0,7,2,Low Risk
183,60,1,0,0,0,0,4,Moderate Risk
296,120,0,78,0,1,6,2,Low Risk
0,120,33,21,0,0,16,4,Moderate Risk
437,120,0,111,1,0,13,3,Moderate Risk
198,120,10,47,2,0,10,4,Moderate Risk
290,180,0,41,0,0,6,2,Low Risk
127,240,0,92,0,0,7,1,Low Risk
229,60,0,3,0,3,17,6,High Risk
194,120,0,65,0,0,8,2,Low Risk
0,60,0,54,0,1,18,2,Low Risk
180,60,13,46,1,0,2,4,Moderate Risk
180,60,0,157,0,3,6,5,Moderate Risk
137,60,0,96,0,1,2,3,Moderate Risk
192,120,0,29,0,0,30,4,Moderate Risk
5,240,0,35,0,2,3,0,Low Risk
99,120,24,75,1,0,0,2,Low Risk
53,240,0,0,0,0,18,2,Low Risk
0,60,0,42,0,2,8,0,Low Risk
0,240,160,131,1,2,22,5,Moderate Risk
165,120,65,66,1,1,8,4,Moderate Risk
102,180,0,31,0,0,11,0,Low Risk
176,240,90,31,1,0,0,2,Low Risk
0,120,0,34,0,1,10,0,Low Risk
160,240,0,53,2,0,2,0,Low Risk
55,180,0,0,0,0,5,0,Low Risk
206,60,0,111,1,0,13,3,Moderate Risk
310,60,0,116,0,2,1,3,Moderate Risk
189,60,9,90,0,0,0,4,Moderate Risk
12,60,0,9,3,0,5,2,Low Risk
317,120,0,39,1,0,8,2,Low Risk
50,60,0,114,0,4,0,3,Moderate Risk
169,240,0,98,0,0,12,1,Low Risk
57,60,100,148,0,0,0,3,Moderate Risk
140,180,0,46,5,3,0,4,Moderate Risk
67,120,0,71,0,0,9,0,Low Risk
250,120,40,67,1,0,6,4,Moderate Risk
221,60,0,71,0,0,10,2,Low Risk
230,120,8,0,0,0,10,4,Moderate Risk
148,240,2,44,0,0,17,4,Moderate Risk
40,60,0,68,0,3,2,2,Low Risk
209,120,0,83,0,0,33,4,Moderate Risk
129,120,0,88,0,0,8,2,Low Risk
264,180,3,43,2,0,19,6,High Risk
0,240,0,123,0,4,4,3,Moderate Risk
153,240,60,99,1,0,5,3,Moderate Risk
175,120,0,64,0,0,16,4,Moderate Risk
58,60,0,132,0,0,12,1,Low Risk
108,240,1,65,0,4,11,4,Moderate Risk
88,180,0,84,0,0,7,0,Moderate Risk
197,60,0,27,0,0,26,4,Moderate Risk
233,60,0,60,1,3,0,4,Moderate Risk
79,120,0,83,0,0,2,0,Low Risk
267,120,0,113,0,1,28,5,Moderate Risk
133,240,1,59,0,0,6,2,Low Risk
60,60,0,90,3,1,5,2,Low Risk
199,120,0,0,0,3,13,4,Moderate Risk
195,120,0,55,0,2,9,2,Low Risk
136,120,10,14,0,0,42,6,High Risk
68,240,0,67,0,7,0,2,Low Risk
169,180,0,72,0,0,14,0,Low Risk
70,60,86,161,0,0,0,5,Moderate Risk
86,180,0,213,5,4,0,5,Moderate Risk
34,180,0,37,0,0,17,2,Low Risk
103,60,0,0,0,3,19,6,High Risk
43,240,0,67,1,0,6,0,Low Risk
234,240,0,34,0,2,0,0,Low Risk
148,180,0,0,0,0,9,0,Low Risk
150,180,0,56,1,0,12,0,Low Risk
200,120,0,95,0,0,33,5,Moderate Risk
123,60,0,72,0,0,20,4,Moderate Risk
60,60,8,0,0,0,11,2,Low Risk
131,240,0,26,1,0,1,0,Low Risk
152,180,0,37,0,0,10,0,Low Risk
158,120,0,2,0,10,1,4,Moderate Risk
14,60,0,0,0,2,6,0,Low Risk
0,240,0,87,1,2,0,0,Low Risk
273,60,0,84,0,0,34,4,Moderate Risk
152,120,0,61,8,6,4,6,High Risk
237,240,0,15,0,0,0,0,Low Risk
305,120,0,15,0,0,6,2,Low Risk
52,240,0,139,3,0,6,3,Moderate Risk
100,240,0,52,0,0,7,0,Low Risk
15,120,0,34,0,0,15,0,Low Risk
338,240,11,38,1,0,0,4,Moderate Risk
102,240,0,22,3,3,15,4,Moderate Risk
0,120,0,35,0,1,1,0,Low Risk
318,240,0,36,2,5,4,4,Moderate Risk
182,60,0,30,2,1,24,4,Low Risk
0,120,0,92,1,0,6,1,Low Risk
0,180,0,0,1,0,1,0,Low Risk
0,60,0,73,0,0,35,2,Low Risk
207,120,29,14,0,2,4,4,Moderate Risk
179,120,0,47,3,2,0,4,Moderate Risk
108,60,0,176,0,0,13,3,Low Risk
153,120,10,103,6,9,18,11,High Risk
91,180,0,8,0,0,34,2,Low Risk
155,60,0,62,0,0,34,4,Moderate Risk
76,60,0,31,0,0,3,2,Low Risk
304,180,16,38,0,0,3,4,Moderate Risk
177,60,0,40,0,0,11,2,Low Risk
159,180,0,20,6,7,7,4,Moderate Risk
99,240,15,14,1,4,30,6,High Risk
8,240,0,43,1,0,7,0,Low Risk
130,180,0,14,7,0,2,2,Low Risk
148,120,0,93,0,1,0,3,Moderate Risk
112,120,0,33,0,7,4,2,Low Risk
35,60,0,67,0,0,6,0,Low Risk
75,60,0,91,0,1,5,3,Moderate Risk
63,60,0,146,0,0,22,5,Moderate Risk
229,240,12,85,1,0,3,2,Low Risk
105,240,77,68,0,2,31,4,Moderate Risk
321,240,0,42,0,0,12,2,Low Risk
72,240,15,9,1,2,9,2,Low Risk
27,120,0,0,2,0,5,0,Low Risk
102,240,0,99,1,1,1,1,Low Risk
328,120,0,61,1,1,0,2,Low Risk
209,180,0,113,0,3,0,5,Moderate Risk
223,120,0,149,1,1,31,5,Moderate Risk
76,120,0,28,1,0,7,0,Low Risk
136,120,1,49,1,0,10,4,Moderate Risk
187,180,38,57,0,0,6,4,Moderate Risk
16,180,16,54,2,0,4,2,Low Risk
185,240,0,33,0,0,40,2,Low Risk
281,180,0,2,0,0,4,2,Low Risk
113,60,11,68,6,4,5,8,High Risk
234,60,0,90,0,1,9,2,Low Risk
209,240,0,35,1,1,2,0,Low Risk
225,120,72,239,1,0,4,5,Moderate Risk
285,180,0,67,0,0,6,2,Low Risk
180,120,0,150,0,0,14,3,Moderate Risk
100,180,0,10,1,0,1,0,Low Risk
0,120,0,73,0,0,7,0,Low Risk
48,180,6,55,1,6,12,4,Moderate Risk
123,120,0,0,3,0,5,4,Moderate Risk
126,120,0,78,0,0,11,2,Low Risk
184,240,0,12,0,2,8,0,Low Risk
154,240,85,126,0,5,0,5,Moderate Risk
287,120,0,53,1,0,21,4,Moderate Risk
100,60,0,26,0,3,3,4,Moderate Risk
324,240,0,98,1,0,20,5,Moderate Risk
77,240,0,68,1,4,11,2,Low Risk
114,240,0,6,0,0,7,0,Low Risk
254,120,0,8,0,0,3,2,Low Risk
206,60,0,105,1,0,0,3,Moderate Risk
299,240,67,116,0,1,4,5,Moderate Risk
133,240,0,161,0,0,28,3,Moderate Risk
194,60,0,47,0,0,3,2,Low Risk
131,240,0,130,0,0,30,3,Moderate Risk
234,240,0,77,0,0,36,2,Low Risk
129,120,0,30,0,0,8,2,Low Risk
6,240,0,47,1,0,6,0,Low Risk
196,180,11,27,0,2,6,4,High Risk
277,60,0,33,1,0,12,2,Low Risk
155,120,0,143,0,5,0,5,High Risk
147,240,0,57,0,0,20,2,Low Risk
0,120,0,87,0,0,20,2,Low Risk
99,120,0,68,0,0,3,0,Low Risk
194,120,0,119,0,5,10,5,Moderate Risk
0,120,0,54,1,0,11,0,Low Risk
158,180,0,2,0,0,3,0,Low Risk
212,120,0,0,1,0,6,2,Low Risk
45,60,0,5,0,5,6,2,Low Risk
206,240,0,24,0,0,27,2,Low Risk
193,240,0,49,0,0,12,0,Low Risk
29,180,0,131,0,0,31,3,Moderate Risk
0,120,70,90,0,1,4,2,Low Risk
234,240,0,9,0,6,39,4,Moderate Risk
26,240,0,44,0,0,0,0,Low Risk
70,120,38,16,0,0,3,2,Low Risk
335,120,0,0,0,0,6,2,Low Risk
309,120,0,79,0,3,11,4,Moderate Risk
279,120,58,157,0,0,2,5,Moderate Risk
38,240,0,92,0,0,1,1,Low Risk
174,240,0,70,2,0,0,0,Low Risk
165,60,0,119,0,0,0,3,Moderate Risk
191,180,0,20,3,0,0,4,Moderate Risk
293,240,16,44,3,0,11,6,High Risk
172,240,0,41,0,0,5,0,Low Risk
205,240,36,69,2,0,34,4,Moderate Risk
81,60,0,52,0,0,9,2,Low Risk
214,120,20,32,0,3,9,6,High Risk
130,120,0,0,0,1,0,2,Low Risk
168,240,0,0,0,0,4,0,Low Risk
127,60,10,45,0,1,9,4,Moderate Risk
188,240,0,36,0,0,19,2,Low Risk
217,60,0,61,0,2,6,2,Low Risk
200,120,15,114,2,1,7,5,Moderate Risk
191,240,0,0,1,0,7,0,Low Risk
291,240,0,77,2,0,0,2,Low Risk
194,60,0,0,0,1,11,2,Low Risk
140,180,0,87,1,2,24,2,Low Risk
162,180,29,146,1,2,3,3,Moderate Risk
0,240,0,0,2,1,12,0,Low Risk
189,120,0,29,0,0,15,2,Low Risk
270,240,0,49,1,0,2,2,Low Risk
193,60,0,21,0,0,14,2,Low Risk
280,60,8,0,8,0,17,8,High Risk
200,180,40,128,1,3,5,7,High Risk
267,120,13,52,0,0,1,4,Moderate Risk
20,120,0,15,0,1,6,0,Low Risk
189,120,0,76,0,0,10,2,Low Risk
184,180,0,85,0,2,11,2,Low Risk
247,180,0,0,0,2,9,2,Low Risk
272,60,0,97,0,1,3,3,Moderate Risk
56,60,0,48,0,0,12,0,Low Risk
138,240,0,3,0,0,0,0,Low Risk
154,60,1,126,1,0,15,5,Moderate Risk
88,180,35,40,1,6,0,4,Moderate Risk
36,120,0,60,1,0,8,0,Low Risk
194,180,0,92,4,0,40,7,High Risk
166,120,0,139,0,0,0,3,Moderate Risk
197,240,0,0,0,0,9,0,Low Risk
265,240,0,198,0,2,5,3,Moderate Risk
45,240,108,84,0,0,1,2,Low Risk
0,120,0,8,0,0,0,0,Low Risk
175,180,0,24,0,1,26,2,Low Risk
44,180,0,3,0,1,38,2,Low Risk
36,240,5,93,0,0,14,3,Moderate Risk
116,120,0,170,1,0,10,1,Low Risk
18,60,0,81,0,0,3,0,Low Risk
149,120,12,76,0,0,11,4,Moderate Risk
309,240,0,0,0,0,6,2,Low Risk
250,60,0,30,0,2,12,2,Low Risk
239,240,38,0,0,1,9,2,Low Risk
206,60,0,0,2,0,5,2,Low Risk
0,240,78,27,0,0,4,2,Low Risk
150,120,0,142,0,0,9,3,Moderate Risk
114,60,9,78,2,0,20,6,Moderate Risk
228,120,0,90,2,0,0,2,Low Risk
156,60,0,47,1,0,16,4,Moderate Risk
31,180,0,0,0,0,8,0,Low Risk
249,180,0,15,2,0,29,4,Moderate Risk
183,180,0,33,0,0,10,2,Low Risk
292,180,13,71,0,5,28,8,High Risk
177,240,0,46,0,5,17,4,Moderate Risk
181,240,0,119,0,0,27,3,Moderate Risk
192,120,0,19,0,1,32,4,Moderate Risk
0,60,0,28,0,0,3,0,Low Risk
68,60,0,84,0,1,10,2,Low Risk
45,120,0,0,0,2,21,2,Low Risk
150,60,0,113,0,5,2,5,Moderate Risk
289,120,0,0,2,2,21,4,Moderate Risk
214,180,7,109,0,0,8,5,Moderate Risk
131,60,0,72,0,0,9,2,Low Risk
242,60,0,64,0,0,10,2,Low Risk
99,240,0,69,0,0,29,2,Low Risk
95,180,0,65,1,0,7,0,Low Risk
0,60,0,133,0,1,0,1,Low Risk
23,240,0,50,0,0,8,0,Low Risk
70,120,0,50,0,5,36,4,Moderate Risk
111,240,0,0,6,3,8,4,Moderate Risk
243,120,0,84,0,1,37,4,Moderate Risk
0,240,0,127,0,1,10,1,Low Risk
291,60,0,8,3,1,5,4,Moderate Risk
12,60,0,0,8,0,2,2,Low Risk
201,180,0,69,1,0,9,2,Low Risk
137,180,0,67,2,0,19,2,Low Risk
287,120,0,120,0,0,1,3,Moderate Risk
114,180,0,14,2,1,8,0,Low Risk
171,120,0,46,0,3,15,4,Moderate Risk
209,180,0,128,0,1,9,3,Moderate Risk
274,60,0,53,0,2,4,2,Low Risk
107,180,93,25,2,0,0,2,Low Risk
138,180,0,6,3,0,12,2,Low Risk
0,120,0,0,0,5,9,2,Low Risk
19,180,0,54,3,0,2,2,Low Risk
112,60,0,4,2,1,2,2,Low Risk
157,120,0,42,0,0,20,4,Moderate Risk
241,60,0,57,0,0,16,4,Moderate Risk
165,180,0,171,1,2,0,1,Low Risk
88,240,0,68,4,0,0,2,Low Risk
74,180,0,81,0,0,2,0,Low Risk
157,60,0,43,0,1,6,2,Low Risk
70,240,0,0,0,0,1,0,Low Risk
178,120,0,37,0,0,4,2,Low Risk
352,120,11,0,0,0,11,4,Moderate Risk
193,180,0,58,4,0,20,6,High Risk
94,60,0,60,0,2,15,2,Low Risk
71,240,0,56,0,0,8,0,Low Risk
137,120,0,9,0,0,8,2,Low Risk
0,240,42,17,0,0,6,2,Low Risk
213,120,0,65,1,0,16,4,Moderate Risk
187,120,0,40,1,2,0,2,Low Risk
78,120,0,78,0,0,0,0,Low Risk
190,180,0,49,6,3,12,6,High Risk
224,240,0,45,0,0,0,0,Low Risk
284,120,51,0,0,0,1,4,Moderate Risk
185,120,0,52,0,1,2,2,Low Risk
235,180,0,71,0,0,14,2,Low Risk
55,60,5,36,0,4,20,6,High Risk
169,60,0,83,1,4,11,4,Moderate Risk
187,60,0,8,0,0,13,2,Low Risk
204,60,62,24,0,3,4,6,High Risk
114,60,121,76,0,0,8,4,Moderate Risk
250,120,0,96,0,0,6,3,Moderate Risk
91,60,0,55,0,4,24,6,High Risk
115,240,0,31,0,0,7,0,Low Risk
115,180,0,92,0,1,9,1,Low Risk
93,240,0,86,0,0,24,2,Low Risk
161,240,0,146,4,0,18,5,Moderate Risk
149,120,0,0,0,6,3,4,Moderate Risk
41,120,25,53,0,2,14,2,Low Risk
231,120,0,87,1,0,25,4,Moderate Risk
132,240,0,50,0,0,8,0,Low Risk
289,240,0,23,2,0,34,4,Moderate Risk
282,180,0,69,0,0,12,2,Low Risk
151,240,0,42,0,0,33,2,Low Risk
268,60,0,88,0,0,7,2,Low Risk
249,180,0,0,0,0,5,2,Low Risk
218,120,0,2,0,0,28,4,Moderate Risk
161,240,0,8,0,0,9,0,Low Risk
240,120,0,36,1,6,6,4,High Risk
0,240,0,108,2,3,0,3,Moderate Risk
174,60,1,55,0,2,4,4,Moderate Risk
72,60,0,103,0,0,2,3,Moderate Risk
279,120,0,0,0,0,0,2,Low Risk
209,60,10,95,2,0,0,5,Moderate Risk
226,180,0,21,0,0,11,2,Low Risk
167,60,0,53,1,3,0,4,Moderate Risk
200,120,0,37,1,0,1,2,Low Risk
196,180,0,25,2,0,1,2,Low Risk
266,120,63,7,0,4,11,6,High Risk
295,180,0,72,1,0,8,2,Low Risk
200,240,0,99,0,0,10,1,Low Risk
245,120,0,26,3,0,13,4,Moderate Risk
76,240,0,44,0,0,20,2,Low Risk
207,60,0,53,2,0,0,2,Low Risk
273,120,38,26,1,0,10,4,Moderate Risk
221,120,6,32,0,0,10,4,Low Risk
91,180,27,20,0,0,9,2,Low Risk
267,240,51,82,0,0,29,6,High Risk
174,60,0,87,0,0,0,2,Low Risk
43,120,0,129,0,1,3,1,Low Risk
289,240,17,23,0,0,6,4,Moderate Risk
177,60,0,55,2,0,5,2,Low Risk
165,60,0,52,0,2,0,2,Low Risk
53,240,0,33,0,0,3,0,Low Risk
114,240,0,30,0,3,7,2,Low Risk
152,180,0,32,0,0,27,2,Low Risk
150,240,45,54,0,8,5,4,Moderate Risk
80,240,13,86,0,2,8,2,Low Risk
131,180,0,43,0,0,15,0,Low Risk
288,180,0,38,0,2,10,2,Low Risk
378,120,0,17,0,2,20,4,Moderate Risk
177,180,8,33,0,0,2,2,Low Risk
40,180,0,29,0,0,13,0,Low Risk
310,120,0,39,0,0,8,2,Low Risk
148,120,0,0,0,0,11,2,Low Risk
260,240,0,133,0,6,9,5,Moderate Risk
28,120,4,22,0,0,18,4,Moderate Risk
32,120,0,63,4,0,7,2,Low Risk
62,240,0,0,0,1,9,0,Low Risk
65,240,30,0,0,1,8,2,Low Risk
285,240,0,27,0,2,11,2,Low Risk
0,240,0,17,0,0,13,0,Low Risk
359,180,1,5,0,1,3,4,Moderate Risk
301,180,0,0,3,0,0,4,Moderate Risk
217,240,0,72,0,0,2,0,Low Risk
123,60,0,74,0,0,0,2,Low Risk
139,120,0,42,0,0,0,2,Low Risk
169,120,35,157,1,2,2,5,Moderate Risk
9,180,11,6,0,0,48,4,Moderate Risk
115,240,57,58,1,0,0,2,Low Risk
140,60,0,95,0,0,33,5,Moderate Risk
53,180,0,35,0,0,1,0,Low Risk
159,120,0,44,0,0,11,2,Low Risk
253,60,0,0,1,0,4,2,Low Risk
177,60,0,82,3,0,9,4,Moderate Risk
272,240,0,127,0,0,18,5,Moderate Risk
168,120,0,86,0,0,37,4,Moderate Risk
104,60,0,42,1,0,14,2,Low Risk
60,240,0,39,0,2,13,0,Low Risk
200,180,0,20,0,0,21,4,Moderate Risk
115,240,0,65,3,3,16,6,High Risk
155,60,0,15,0,1,16,4,Moderate Risk
193,240,0,0,0,0,0,0,Low Risk
5,180,0,93,0,0,6,1,Low Risk
40,240,98,73,1,4,20,6,High Risk
84,60,0,47,1,0,1,2,Low Risk
235,120,0,87,0,0,8,2,Low Risk
52,120,0,95,0,2,22,3,Moderate Risk
310,180,0,31,0,0,1,2,Low Risk
109,180,0,64,0,0,3,0,Low Risk
0,240,0,46,0,8,12,2,Low Risk
241,60,0,78,0,0,23,4,Moderate Risk
261,60,0,61,1,1,20,4,Moderate Risk
132,60,0,0,2,0,8,2,Low Risk
127,120,0,28,0,0,15,2,Low Risk
79,60,13,15,0,0,7,4,Moderate Risk
27,180,0,29,1,2,0,0,Low Risk
235,180,0,31,1,0,48,4,Moderate Risk
322,120,103,172,1,0,26,7,High Risk
17,120,0,2,5,0,3,2,Low Risk
255,240,0,134,1,0,17,5,Moderate Risk
158,180,0,35,0,3,9,2,Low Risk
406,240,0,48,3,1,3,4,Low Risk
143,180,0,22,0,0,8,0,Low Risk
0,120,0,131,0,0,12,1,Low Risk
260,180,0,78,0,0,32,4,Moderate Risk
204,240,0,70,0,0,13,0,Low Risk
63,240,0,38,0,0,12,0,Low Risk
158,120,4,109,1,0,29,7,High Risk
122,180,0,2,0,6,33,4,Moderate Risk
147,60,0,0,0,3,9,4,High Risk
86,240,0,66,0,0,18,2,Low Risk
209,240,0,59,0,0,6,0,Low Risk
331,60,0,160,0,0,10,3,Moderate Risk
138,60,43,62,0,0,10,4,Moderate Risk
0,120,0,90,0,1,6,0,Low Risk
57,60,0,23,0,0,32,2,Low Risk
272,120,0,75,6,0,5,4,Moderate Risk
238,240,97,119,0,0,14,3,Moderate Risk
151,60,0,20,0,0,23,4,Moderate Risk
150,120,0,72,1,0,17,4,Moderate Risk
150,180,13,88,0,1,2,2,Low Risk
272,60,0,0,0,5,6,4,Moderate Risk
290,240,0,42,0,0,9,2,Low Risk
283,240,0,0,0,3,6,4,Moderate Risk
225,180,0,54,2,0,8,2,Low Risk
0,240,0,15,0,0,0,0,Low Risk
70,60,50,6,0,0,13,4,Moderate Risk
228,240,0,3,0,0,10,0,Low Risk
89,60,0,17,1,0,1,2,Low Risk
267,180,0,77,3,4,8,6,High Risk
153,240,24,90,0,0,12,2,Low Risk
94,60,0,16,0,3,0,4,Moderate Risk
296,120,0,75,0,0,12,2,Low Risk
120,240,43,30,0,0,10,2,Low Risk
222,240,109,68,0,17,0,4,Moderate Risk
110,120,0,15,0,1,19,2,Low Risk
221,60,0,8,0,1,0,2,Low Risk
138,240,0,13,1,0,0,0,Low Risk
286,180,0,65,0,0,4,2,Low Risk
128,240,0,91,0,0,13,1,Low Risk
22,120,33,49,0,0,10,2,Low Risk
262,180,0,36,0,1,4,2,Moderate Risk
82,240,0,0,0,0,4,0,Low Risk
70,240,27,88,0,0,5,2,Low Risk
189,240,0,37,0,1,2,0,Low Risk
128,60,0,53,0,0,2,2,Low Risk
226,180,0,20,1,10,0,4,Moderate Risk
129,60,0,38,1,8,6,4,High Risk
148,60,0,58,1,0,14,2,Low Risk
271,120,0,5,3,1,0,4,Moderate Risk
91,180,0,81,1,1,12,0,Low Risk
263,240,0,20,2,2,43,4,Moderate Risk
415,180,0,75,0,0,14,2,Low Risk
156,240,0,122,0,0,2,1,Low Risk
251,240,0,67,0,0,8,2,Low Risk
0,60,0,0,0,0,0,0,Low Risk
80,180,0,61,0,0,0,0,Low Risk
139,60,0,109,0,1,23,5,Moderate Risk
136,120,0,61,0,0,10,2,Low Risk
194,240,0,138,0,0,10,1,Low Risk
207,180,0,109,0,0,2,3,Moderate Risk
191,240,0,124,0,3,27,5,Moderate Risk
186,60,0,68,0,0,1,2,Low Risk
223,60,0,0,3,2,20,6,High Risk
156,120,41,74,0,0,9,4,Moderate Risk
168,120,1,0,0,1,30,6,High Risk
78,180,0,39,0,2,11,0,Low Risk
37,180,40,3,5,0,30,6,High Risk
194,60,0,42,0,0,11,2,Low Risk
0,240,0,11,0,0,2,0,Low Risk
0,240,0,49,1,0,12,0,Low Risk
127,60,0,36,0,0,8,2,Low Risk
176,180,0,74,0,0,1,0,Low Risk
170,120,0,29,0,0,0,2,Low Risk
89,240,0,61,0,0,19,2,Low Risk
9,120,28,59,1,0,11,2,Low Risk
300,180,0,34,0,0,10,2,Low Risk
220,240,0,83,0,0,3,0,Low Risk
326,60,0,154,0,0,4,3,Moderate Risk
0,180,0,7,1,0,9,0,Low Risk
116,240,28,0,0,0,10,2,Low Risk
173,240,0,45,0,0,0,0,Low Risk
0,120,0,80,0,1,7,0,Low Risk
51,180,95,0,2,4,8,4,Moderate Risk
58,240,0,22,0,0,22,2,Low Risk
204,180,0,71,0,0,6,2,Low Risk
338,60,0,110,1,0,5,3,Moderate Risk
168,180,0,0,0,1,5,0,Low Risk
126,180,0,116,0,4,2,3,Moderate Risk
166,60,0,51,1,0,6,2,Low Risk
58,240,0,14,1,0,14,0,Low Risk
327,60,0,150,0,0,38,5,Moderate Risk
139,180,0,0,0,9,0,2,Low Risk
101,120,7,0,0,3,0,4,Moderate Risk
75,240,0,144,0,0,30,3,Moderate Risk
15,60,50,0,3,2,11,4,Moderate Risk
102,60,0,35,0,0,1,2,Low Risk
158,120,0,61,0,4,12,4,Moderate Risk
115,120,48,124,0,0,17,5,Moderate Risk
290,120,1,108,1,0,13,5,Moderate Risk
307,120,0,33,6,8,19,8,High Risk
251,120,0,15,0,0,7,2,Low Risk
46,240,0,9,0,0,12,0,Moderate Risk
243,240,0,90,0,0,3,2,Low Risk
26,180,0,24,1,0,11,0,Low Risk
136,120,0,33,3,0,11,4,Moderate Risk
157,180,17,60,0,0,16,4,Moderate Risk
62,60,0,114,0,0,12,3,Moderate Risk
280,120,46,27,3,4,33,10,High Risk
143,120,0,48,0,0,13,2,Low Risk
145,240,0,61,0,0,42,2,Low Risk
330,180,0,19,0,0,10,2,Low Risk
21,180,0,1,0,2,5,0,Low Risk
0,120,25,63,0,2,5,2,Low Risk
8,60,0,32,0,0,4,0,Low Risk
165,120,40,89,0,4,8,6,High Risk
61,120,0,39,3,0,2,2,Low Risk
14,60,30,94,0,0,27,5,Moderate Risk
270,180,0,15,0,1,11,2,Low Risk
46,180,0,51,0,1,4,0,Low Risk
180,180,0,6,0,3,0,2,Low Risk
154,180,61,47,5,0,0,4,Moderate Risk
404,240,0,0,0,1,28,4,High Risk
156,60,0,6,1,2,12,2,Low Risk
102,240,4,30,0,0,10,2,Low Risk
0,240,4,33,0,1,0,2,Low Risk
171,120,0,79,1,0,9,2,Low Risk
110,180,10,0,0,3,14,4,Moderate Risk
4,240,0,20,0,1,0,0,Low Risk
287,180,0,10,0,0,5,2,Low Risk
239,180,0,81,0,0,28,4,Moderate Risk
31,240,0,53,0,0,10,0,Low Risk
143,120,0,0,0,0,0,2,Low Risk
20,60,0,34,0,0,2,0,Low Risk
0,180,0,0,0,0,12,0,Low Risk
80,120,0,10,1,0,24,2,Low Risk
155,180,0,75,3,1,9,2,Low Risk
194,180,0,101,2,2,16,5,Moderate Risk
61,240,0,4,0,0,6,0,Low Risk
263,60,0,0,0,0,0,2,Low Risk
26,60,45,46,0,0,6,2,Moderate Risk
75,240,18,58,0,0,7,2,Low Risk
130,240,0,84,0,1,3,0,Low Risk
143,60,0,31,0,2,27,4,Moderate Risk
0,240,7,11,1,0,14,2,Low Risk
337,120,0,111,0,0,7,3,Moderate Risk
127,60,0,44,1,0,3,2,Low Risk
52,120,6,0,0,0,3,2,Low Risk
106,120,7,31,0,0,33,4,Moderate Risk
138,180,0,189,0,2,1,1,Low Risk
17,240,0,80,3,0,0,2,Low Risk
153,120,0,98,1,2,14,3,Moderate Risk
44,180,0,70,2,0,13,0,Low Risk
57,180,0,82,0,0,10,0,Low Risk
81,60,0,65,0,2,4,2,Low Risk
225,240,0,64,0,0,0,0,Low Risk
247,180,0,61,0,1,6,2,Low Risk
231,180,0,10,0,0,4,2,Low Risk
118,240,0,20,0,0,10,0,Low Risk
291,120,0,21,0,0,29,4,Moderate Risk
0,240,0,0,0,1,31,2,Low Risk
218,240,7,113,0,0,1,3,Moderate Risk
122,120,0,138,1,1,14,3,Moderate Risk
267,60,0,13,0,0,35,4,High Risk
68,180,0,41,0,0,11,0,Low Risk
67,60,57,29,2,0,15,4,Moderate Risk
239,240,9,18,0,0,9,2,Moderate Risk
31,240,0,17,1,0,0,0,Low Risk
207,240,50,54,0,1,15,2,Low Risk
74,240,0,19,0,0,7,0,Low Risk
83,120,0,67,0,0,3,0,Low Risk
0,60,0,58,0,0,4,0,Low Risk
123,120,0,116,2,0,23,5,Moderate Risk
152,60,0,115,5,0,5,5,Moderate Risk
194,180,0,23,4,0,0,4,Moderate Risk
72,120,0,3,5,0,26,4,Moderate Risk
71,60,0,8,0,4,5,4,Moderate Risk
129,180,0,128,1,0,8,1,Low Risk
42,180,0,49,2,9,10,2,Low Risk
212,240,0,29,0,0,0,0,Low Risk
151,240,0,0,0,0,9,0,Low Risk
280,240,0,37,0,4,8,4,Moderate Risk
99,120,0,126,0,0,13,1,Low Risk
322,240,0,108,0,0,4,3,Moderate Risk
223,240,0,53,6,0,11,2,Low Risk
187,60,0,73,1,0,14,2,Low Risk
252,180,0,135,0,0,7,3,Moderate Risk
122,60,0,77,0,0,16,4,Moderate Risk
232,120,0,87,2,0,21,4,Moderate Risk
218,180,0,38,2,0,46,4,Moderate Risk
